reviews.rating,reviews.text,reviews_year
5.0,"Bad: We only had one robe in our room and no slippers, but we weren't bothered enough to ask for these from the front desk. Good: We loved our stay at the W Boston! The room was a great size and the bed huge and comfortable. The staff was so accommodating taking delivery of two packages for me and bringing them up to the room. I didn't use the Bliss spa on site, but it is an amazing spa so I will definitely visit next time!",2017
3.75,Bad: We were initially given a room close to the gym on same floor - made it very noisy early in the morning so no chance of a lie in. We asked and hotel obliged with a room change to different floor. Good: Bed was comfortable,2017
4.8,Bad: There is nothing I didn't like. The room was great and service was excellent. Good: Service at check in was fantastic and the service at the bar in the lobby was outstanding. We enjoyed our stay. Perfect location and we will return,2017
3.45,"Bad: Arrived at reception late evening - it was in the middle of a very busy bar, couldn't hear receptionist. Got in lift and hadn't been told we needed to swipe room key card to get anywhere! Also had to pay per day for wifi!. Good: Beautiful room, good location",2017
5.0,Good: Very nice room and quite big. Nice ambience and cool bar plus helpful staff.,2017
5.0,Bad: I wish breakfast was included in the price. Good: Everything!! Especially the fitness center.,2017
5.0,"Good: I loved all the technology that the room had offered and also I loved the look of the room it was awesome , this hotel is a great stay for anyone! Im definitely coming back soon !",2017
3.35,"Bad: The staff was snide and grumpy. Good: The large bathroom, the silly decor",2017
4.6,Good: I loved the lighting and how comfortable the bed was.,2017
2.7,"Bad: Ridiculously noisy, external alarms, cars honking horns through the night and the thumping music till early hours made sleep tricky ! Not a hotel if you like a little peace in the evening. Good: The property location was perfect",2017
4.8,"Good: Great location,comfortable beds,very clean",2017
5.0,they were able to accommodate us with a feather free room. the door men were especially friendly and remembered us!,2017
4.6,Late night club crowd was a little loud around 2am when the clubs are closing down,2017
3.75,"Bad: There was an anti-noise device plugged into each of two sockets to compensate for the fact they are in a noisy road. In fact, this emits itself a loud roaring sound. When unplugged, things were fine. The road noise was not bad at all (we were on the 12th floor). One of the senior staff kindly refunded a breakfast bill given this and another issue (cordless phone by the bed wouldn't stop beeping through the night). The restaurant and room service were extremely expensive. There was a slight sense too that some of the decor (wood-appearance veneer on cabinets, shower curtain not panel ) was a bit cheap and scuffed given the price. Good: Staff were great - thoughtful, friendly and clearly dedicated to running it well.Decor and atmosphere of front lounge area welcoming and stylish. Location is very good.",2017
5.0,Big room,2017
3.95,"Bad: How crowded the lobby seemed, mostly with locals having a stance putting out a I'll kick your ass before I move aura. Good: The overall atmosphere was clean and modern, easy to navigate to facilities I needed over stay.",2017
5.0,Bad: The only draw back is the noise at night from th people coming in and out of the lounge and adjacent nightclub. Though it didn't bother us personally. Good: I loved how central the location was. The hotel is in the theatre district. We walked to the harbour as well as Shopping and all the parks around us. After a long day of walking around we enjoyed A massage at the Bliss spa. We also enjoyed having a drink at the lounge before going to bed. It was a great experience for us. It might be too noisy for people who want peace and quite. I also had the best sleep in those beds. I would recommend staying at the W Boston.,2017
4.4,Bad: When I booked my room it said that that parking was included in the price I paid. But when we got there that wasn't the case!.,2017
4.8,Bad: price. Good: everything,2017
4.8,Bad: A/C in the room didn't work at first but was fixed. Good: Great experience,2017
3.75,"Good: very expensive, Wi-Fi as an extra cost is ridiculous given room charge",2017
3.75,I waited way too long at the front desk to check-in and out,2017
5.0,"I love the St Regis (generally speaking but especially the New York). I've stayed here 12 times over the last 4 years or so. It just seems to get better each time. Tire's a great new feature which is the Rooms control Manager (Molly) emailing me ahead of time to see when we would be arriving. My SPG upgrade available when we arrived at about 1015AM which is rare these days. Then there is the front desk staff - they are all wonderful but I want to call out Shelomie and Hugo who know Ryne and I by name and immediately make us feel at home. How about that concierge desk - again all are great but today I'll call out Krista and McKinley. I emailed while on the plane about getting in to the Salon for Mani and a shave. Our appointments were made and ready for when we arrived. Our Butler this trip was Marianna. She is awesome and gave us the utmost service during our stay. Finally Kevin and Juan our In Room dining attendants - just as perfect as can be. I named names because this is what this place is about. Consistent and friendly staff that makes The St Regis our home away form home. We really love it.Dear Kenneth,Thank you so much for taking the time to not only share your feedback regarding your most recent visit, but also to be so detailed and generous with your comments about our team members. Molly, Shelomie, Hugo, Krista, McKinley, Marianna, Kevin, and Juan are indeed amongst our most stellar performers and we could not be happier to learn that they made your and Ryne's visit enjoyable and memorable. Rest assured that they will receive the well-deserved recognition.Please come back soon! We want to be your home away from home many more times to come!Happy New Year!!!Daniela on behalf of All Your SRNY Friends",2017
1.0,"On my most recent work trip to NYC, I chose to stay at the St Regis vs my usual (The Peninsula). Never again will I go back. After a long day of client meetings, I decided to grab a light dinner and drink at the hotel lobby bar (King Cole Bar). I travel quite a bit for work and my one rule of thumb is to avoid being holed up in a room with room service. I headed straight to the bar after getting back to the hotel and intentionally grabbed a small table in the far corner as I knew I'd need to get some work in to clear all my emails from the day. Literally within 15 seconds of powering on my laptop, one of the servers bolted over to me and asked if I was aware that they had a No Laptop Policy after 4pm. Seriously I had to ask myself, was I really staying at a 5-star business property I politely pushed back and said I was a guest at the hotel and had to get some work done and would be out of there quickly after my meal. He looked annoyed but then retreated.Fast forward 15-20 minutes...my food and wine arrives and I'm not even halfway through. That's when the FB manager then approaches me. He actually had the audacity to ask how much longer will I be on my laptop as I am being disruptive. Again, to set the context, I am sitting in the far corner next to a pillar and had my laptop screen dimmed to the lowest setting. I am not engaging with anyone yet I'm being disruptive One would think an FB manager would have some business and common sense and decency to recognize that you don't go and ask a paying guest at the hotel to get up in the middle of a meal because they are working on their laptop. When I told him I didn't understand their policy and why he was enforcing it, he said I was not fitting in to the bar scene. Unbelievable. He then tells me he'd be happy to have my food and wine moved outside the bar where I could freely work. I am at this point just dumbfounded. It was like being asked to move to the back of the bus or get off the bus for that matter. Most humiliating and distasteful experience ever and never ever would I have imagined it would be on a work trip at what's supposed to be an upstanding hotel. And just to be clear, on the many occasions I've had to power up my laptop at the bar at The Peninsula to get some work done, not once did anyone ask me to turn off my laptop or leave. Crystal clear for me now...Dear sfellelle, On behalf of the Management team at The St. Regis New York, we would like to thank you for your visit. We appreciate you taking the time to detail your recent stay at our property.Our hotel prides itself on providing five star service, yet in some cases, mistakes can occur. We apologize for the experience that you encountered in our Food and Beverage department, and please know that this is certainly not our standard. Rest assured, we took the necessary measures to do an internal follow up with our staff to ensure that all our guests have a flawless experience in our bar in the future in similar circumstances.We most certainly hope you will give us another opportunity to service you again in the future. Please don't hesitate to contact me directly to book your next visit or to discuss in length your experience at: Octavia.margineanstregis.com. Sincerely, Octavia MargineanHotel Manager",2017
5.0,"Of course it is very beautiful, and from its look you might think that it would be stuffy, but it is not- Very friendly and welcoming staff, and the Head Butler, Nestor, on the 7th floor could not have been a better representative in making us feel at home! Best Hotel in NYC- have stayed in many , luxury and not,in NYC and all over the world. Actually always wanted to stay at the St. Regis, and this did not disappoint!Dear Diane,We are thrilled to hear how much you enjoyed your stay, and that Nestor made you feel at home. Our Signature Butler service differentiates us from the competition, and we are thrilled that you were able to experience this first hand.We look forward to welcoming you back to New York again soon.Kindest Regards,Senih Geray",2017
3.0,"I stayed in a huge two-room suite here, and I just don't understand the appeal. Perhaps my tastes are just not, ahem, refined enough, but I found the hotel to be a bit stuffy and uninspiring. This was the 3rd or 4th St. Regis that I've stayed at, and I finally realized that the brand just isn't for me. I guess I prefer more modern or unique hotels. It wasn't a bad experience, and the separate living room would be helpful for entertaining a certain type of client, but I wouldn't stay here alone and I wouldn't stay here for a romantic trip.The service was spectacular in the suite, and included a private butler. That said, I don't really need a private butler when I stay in a hotel. The front desk workers were friendly if not downright charming. The hotel lobby is small and, for my tastes, uninteresting. It lacks the wow factor. The concierge was very good, but seemed to sigh when he realized I had such pedestrian questions such as what new broadway shows might be worth seeing (I've been to NYC more than 30 times, but I always ask the basics).For the money, I'd pick the Waldorf Astoria or the Gramercy Park hotel for its warm, sumptuous colors and textures (in the larger rooms) or even the Mandarin Oriental.Note - I stayed in this hotel in 2014.Dear Allen,Thank you for taking the time to share your feedback regarding your stay with us.We are sorry to learn that the style of our historical property did not meet your preferences, but are glad to read that you enjoyed our team's service. As far as our Concierge is concerned, rest assured I will personally follow-up and use your feedback as a re-training opportunity.When Mr. John Jacob Astor and his wife Caroline built the hotel in 1904, on purpose, they wanted to have a very small lobby to make the arrival experience of their friends and family members as intimate and as home-like as possible. While we treasure and value the heritage of our hotel, we do realize that the lobby size might not be of a wow factor and we apologize if you were disappointed.Hopefully you will visit us again and give us more opportunities to be at your service.Have a wonderful start of the new year!!Sincerely,DanielaOn behalf of The St. Regis New York Team",2017
3.0,"This was my second stay at the St Regis NY. The hotel has been revamped is much more expensive bit i can't say it has much improved. On the bright side: got an upgrade and a very nice room, late checkout, the concierges are knowledgeable and get you in difficult places like the Polo Bar across the street.downsides: the Ducasse restaurant is gone and hasn't been replaced so you're left with a somewhat lame breakfast/diner lounge. The King Cole must be run trotskyists since i was refused entry before midnight despite identifying myself as an hotel guest. I duly complained and next day was served a deliberate over spicy bloody mary in what felt like retaliation. The hotel as a butler service that packs your stuff on demand. I lost i cherished Lanvin fedora on the process without so much of an excuse. Considering the price you pay you can find better options in NY. By the way i'm an SPG Gold so the upgrades and late check outs come with the status.Dear Joao C, Thank you so much for taking the time to detail your recent experience at The St. Regis New York. We are deeply sorry that we were not able to meet your expectations during your recent visit to our hotel, all of which attributed to your negative feedback.Please allow us the opportunity of discussing your comments further so that we can examine the issues which you have noted. I may be reached at Octavia.margineanstregis.com, and we would then be able to arrange a time at your convenience to speak.Sincerely, Octavia MargineanHotel Manager",2017
5.0,"I loved this hotel. It captures a distinctive golden age vibe in a very special way. On check-in, there was a small disturbance in the lobby due to the behaviour of another guest who was unhappy with her allocated room. The only blip during our stay was that the room we were allocated with an external view was clearly given to this complaining guest. The manager literally took the key from the hands of the lady checking us in as she was giving them to me (and after we had been told what a lovely room we had been allocated)... But the hotel was professional enough to deal with our concern immediately, and we were given a gorgeous external view room facing onto Fifth Avenue and complimentary breakfast and drinks. This rapid commitment to service was indicative of the rest of our stay. Otherwise, the whole stay was perfect. The room was elegant. It felt very classic and luxurious, but also had any modern convenience. The King Cole bar was the perfect place to meet friends. The complimentary Bentley was a special touch to drop us to dinner at a perfect concierge recommendation. We loved the atmosphere in the hotel restaurant the next morning for breakfast. I would stay here again without hesitation. We felt valued and special.Dear johntillett, Thank you so much for staying at The St. Regis New York during your recent visit to New York City.We are so grateful for your feedback, and we thank you for taking the time to review your experience on TripAdvisor. We hope to see you again soon!Sincerely, Octavia MargineanHotel Manager",2017
5.0,"This was our second stay at the St. Regis, and this time we booked through American Express Platinum concierge. As part of their fine hotel's program, we booked for 2 days and the third night was comped. It also included 100.00 towards meals and complete breakfast for 2. Upon checking in, Hugo acknowledged me as a Platinum SPG guest and upgraded us to the Madison Suite! Every room comes with a butler, who will bring you complimentary tea or coffee service. There's a house Bentley which is available on a first come,first served basis. The food is extremely good in their restaurant and the King Cole bar is internationally famous.Dear 112traveler47, Thank you so much for staying at The St. Regis New York during your recent visit to New York City.We are so grateful for your feedback, and we thank you for taking the time to review your experience on TripAdvisor. We hope to see you again soon!Sincerely, Octavia MargineanHotel Manager",2017
4.0,"Nice spacious rooms, good location . The only thing bad about it is that they don't have buffet breakfast and it takes lot of time to get a table and it becomes quite expensive too. 2 of the mornings, I was offered high chairs of bar for breakfast which is not ideal when you pay about 60 dollars for simple omlette, juice and black coffee. But overall very good.Dear neeraj821,Thank you for taking the time to review your recent stay at The St. Regis New York, and thank you for your comments regarding breakfast. We will share your feedback with our team for review, and appreciate your thoughts. We hope to see you again soon.Kindly,Octavia MargineanHotel Manager",2017
3.0,"Stayed here to catch NYC at Christmas and were excited to stay in a legendary hotel. We have stayed at the St. Regis in Mexico City, Singapore and others, and were expecting the same level of excellence. We truly wanted to love this hotel, but instead, left feeling grateful we used points, and not cash, for our stay. Sad to say, we would not return. The good and the bad - The Good - Rooms are beautifully appointed, location can't be beat and some of the staff were outstanding. The Bad - Attention to detail has been lost. Some examples - long lines to check in and out. Yes, we realize it was high season, but staffing should be commensurate with the expected flow of guests. Next, after the bellhop delivered our bags, we asked for a bucket of ice. It never arrived and we had to get it ourselves. Breakfast took even longer than the ice. Small, but telling, details. Left feeling like the St. Regis NYC relies on its reputation to pull in the crowds, its service certainly doesn't warrant a pricey stay. Dear NOIDK, Thank you so much for taking the time to detail your recent experience at The St. Regis New York. We are deeply sorry that we were not able to meet your expectations during your recent visit to our hotel, all of which attributed to your negative feedback.Please allow us the opportunity of discussing your comments further so that we can examine the issues which you have noted. Our management team may be reached at GeneralManagerNYStRegis.com, and we would then be able to arrange a time at your convenience to speak.Sincerely, Octavia MargineanHotel Manager",2017
4.8,"Bad: I don't eat Japanese food and the were limited offerings of American food on the room service menu. Good: Clean, convenient, quiet",2017
5.0,Bad: Had a very frustrating time booking online. The website was not secure. Good: Clean. Very important!,2017
5.0,"Bad: I understand it is a japanese hotel but the American breakfast was terrible. I appreciate that they had all options, but the eggs weren't well cooked, the bacon wasn't cooked and for that it was expensive. there is no room service and for the hour i had to be at my conference it was hard to get out extra early to find a diner nearby. some didn't open in time. It was a buffet so super fast... I also don't eat alot of the other things they offered like the toast etc... and they had a full spread of what i assume would appeal to foreign visitors which i think is also great and nice for them. Good: it was very conveniently located to my conference across the street... Not the most luxurious hotel but certainly perfectly fine for me to attend conference across the street. The double tree down the road much more beautiful, but also much for expensive... I would stay here again as long as i could find a decent breakfast nearby. Staff very pleasant.",2017
4.8,"Good: The best beds and pillows I have ever slept on. Near Little Tokyo, convenient.",2017
5.0,Bad: Happy hour prices to expensive. Good: Locatation,2017
4.8,Good: Loved the area. Very quiet.,2017
3.75,Bad: None. Good: small fridge coffee maker,2017
3.15,Bad: Room was really expensive for what it was Location was bad - takes up to 45 mins to get into Hollywood. Good: Bed was comfortable Place was clean,2017
4.8,"Bad: Wish there was a hot tub after walking around town all day. The breakfast was a too expensive. Good: Great location! Room was nice and clean, very modern. There was 6 of us and we got the two double beds and pull out couch. We all slept comfortably.",2017
4.6,Bad: No microwave. Good: The shower was amazing,2017
5.0,Good: The AC hotel was perfect for what we needed. We were a group of friends coming from different states to meet up. It was conveniently located close to public transportation and made it easy for all of us to get there. The hotel was in a great location! It's close to Michigan Avenue/ Water Tower Mall and Navy Pier.,2017
4.15,"Bad: Breakfast was not included and in my opinion too expensive, especially for guests of your hotel. They told us it was a buffet and 15 per person. We didn't even check it out at that point. Good: Location was within walking distance of the Magnificent Mile. Price was reasonable for the location.",2017
4.6,Bad: One complaint. Bath tub too high. Hard to step over. Slipped while trying. Dangerous to short or old people. Not a hotel for anyone with difficulty walking or over 55. Good: Hospitality. Location. Room comfort.,2017
3.35,Good: Pool workout area,2017
3.15,Bad: Needs Security by the pool had a very bad experience there.was with young girls and very inappropriate behavior was displayed at the pool. Good: Location,2017
4.4,Good: Perfect location in Chicago downtown. Good value for money.,2017
4.8,Good: The staff was really friendly and the free coffee was good. The location was excellent. The hotel's restaurant was quite good too.,2017
4.4,Bad: Valet is 30 and they do not tell you that. Good: Staff was incredibly friendly,2017
5.0,Well situated near magic mile for shopping and walking distance from the loop. CTA station pretty close to hotel.,2017
5.0,"Good: Fun location, very nice hotel. Especially liked the simple breakfast.",2017
5.0,Bad: Shower exposed to room. Good: The room was quiet and private.,2017
4.6,"Bad: If you can't find breakfast on your floor, it might be served on a floor up or down. Do check!. Good: Large room, city view, all you need. Any minor issues were quickly and positively results.",2017
4.4,"Bad: No AC in the elevator or hallway was a particularly cheap choice to save , Dana. Good: Apogee rooftop bar- fabulous, but why not open during the week Not cool.",2017
4.15,Bad: The elevators were a problem.,2017
5.0,Good: Location! Free breakfast and cocktail hour added plus!,2017
2.1,"Bad: Spa (No pool and No available time). Breakfast. Good: Breakfast wasn't ready. No coffee, no plates, nothing in the hot thing. Really a disapointment.",2017
3.35,The bed was not comfortable. The shower was nice,2017
4.6,Bad: The bed/mattress was not as firm as I like. Good: The hotel staff was incredibly attentive and sent us a bottle or Prosseco and chocolate covered strawberries to help celebrate our anniversary. It was such a welcome surprise that really made our stay special. We also appreciated the drink tokens and lounge area with appetizers- made it very comfortable to stay there!,2017
2.7,"Bathroom is dated. Bath tub had rust build up. Room service failed to provide timely service and when the food arrived for 2 people, was only given silverware for 1. The evening reception provides 4 complimentary cocktails.",2017
4.15,"Bad: It's very expensive to park near the hotel, breakfast was not very impressive, some of smaller things like slippers were missing. Good: Everything was pretty good, helpful staff, great location.",2017
5.0,"Good: We love the Kinzie. This is our 4th time staying there. We stayed there when it was the Amalfi. Love the location, rooms and Happy Hour! Great staff and doormen!! Feels like family!!!!",2017
4.15,"I paid extra for a city view and what I got was a disappointing, ugly building right across the street. The extra money spent on having a city view was not worth it. It seemed clean. Nice room.",2017
4.4,Bad: The breakfast was just some muffins and warm coffee. I guess there is no restaurant in the hotel. Good: The staff was great. The room was comfortable. The rates were very reasonable.,2017
4.6,"Bad: That I couldn't stay longer. Good: The complimemtary continental breakfast on the rooftop was a very nice touch! Good coffee, too!",2017
3.95,"Bad: Floors need to be vacuumed much better. Finding old snack food and candy is not what I would expect. It wasn't horrible, but noticeable. On 2 separate occasions we had hotel staff come into our room. First time was shortly after we arrived. Housekeeping was confused on which room she was to clean. No big deal. 2nd time was on Monday morning, about 9:30-10AM, someone opened our door without knocking, noticed we were in there and left. By the time I could get up and get to the door, look out, they were gone. This was VERY odd and concerning. Good: Location was fantastic. Front desk staff were outstanding.",2017
4.8,Bad: A bit expensive. Rooms do not have proper sunlight. Good: Very clean and comfortable. Breakfast was not good but it was free. Staff was very helpful. Location is great.,2017
5.0,Bad: Can't really say. Good: How convenient the Continental breakfast area is located,2017
5.0,Good: Staff were super friendly and helpful. Room was spacious and very clean. Would definitely stay there again.,2017
4.4,"Good: great location. room was clean and comfortable, Staff was very nice and helpful.",2017
5.0,Good: Everything was great Excellent lake cation,2017
4.6,"Bad: Nothing to dislike at all!. Good: As a first time visitor to Chicago, the hotel was an excellent central location from which to explore. Firstly, the property, services, cleanliness, wifi and staff were very good. As mentioned by other users, there is a continental buffet served on a credenza on each floor outside the elevators from around 6.30 am. Some may want a more sumptuous offering, but this is a very generous continental breakfast and would be more than sufficient for most. Travelling to the hotel from O'Hare was simple. If you can read and follow English signs, it's an easy and cheap transition on the Blue Line public train into town. The hotel website gives precise information on which stop to disembark and the 5-10 minute walk to the property. Probably a better option to use taxis, Uber etc if you are travelling with lots of luggage or you have mobility issues. As for food and entertainment, the hotel is surrounded by excellent options. Restaurants and bars of all types abound. The House of Blues is right across the road for example. River Walk is also a highlight and is only a 3 minute walk away. The hotel area is well serviced by public transport and taxis, plus the first stop of Hop On/Hop Off Bus tour company is 5 minutes away in front of the Trump Building. As in other cities and countries that offer this service, it's an excellent way to get a quick feel for a new place, and Chicago is a stunning place to visit. By the way, Buddy Guy's Legends Bar is well worth a visit. People will always have various expectations, but I found the staff, service, amenities, and most of all the music on the night, to be fabulous as a musician and huge blues fan, this was a big tick on my personal bucket list. The H.O.B was also great, but didn't have time to get down to Rosa's Bar or Kingston Mines. I'll leave that for the next time............................but will be staying at the Kinzie.",2017
4.6,"Good: Great location, clean and friendly staff.",2017
2.9,Bad: The Additional Charge for stay coverage which was a whopping 300 which was not mentioned at all from the Hotel until I arrived there.... . Good: The Location was great,2017
4.4,Bad: Heating Systems make noise. Breakfast was OKish. Good: Well placed for visiting downtown museums etc.,2017
5.0,Good: The bar on the rooftop,2017
5.0,Bad: The breakfast could have had more protein options. Good: Loved the room and the location,2017
4.8,"Bad: Listed Parking but thought is was included... you should point that out. Good: Clean, modern, staff was outstanding",2017
5.0,Good: Location,2017
5.0,Good: Everyone was so nice. Thank you,2017
5.0,Bad: everything was great besides the bar lounge on the top floor. It could use some renovations. Good: Bed was extremely comfortable!,2017
4.8,Staff extremely helpful and friendly. The breakfast in the morning on the rooftop lounge was a lovely bonus.,2017
4.15,"Bad: Daily waiting lines for the elevators. Good: Excellent spacy suite, location and spa facilities (although no sauna)",2017
3.75,Bad: Way overpriced. Room was overdesigned faux industrial window box. Bed not comfortable at all. Good: Great location,2017
5.0,The breakfast could have been better by including some hot foods. The bed and pillows were very comfy. The rooms was nice and clean. The staff was very friendly.,2017
4.8,"Good: Morning coffee was excellent and offered on every floor with some delicious pastries The bed and pillows were comfortable and the hotel was very clean. As a past Chicago resident and frequent visitor, I'd definitely stay here again.",2017
4.6,"Bad: No one knew where the sauna was located. Good: Bed was amazing, bathroom was amazing, great view",2017
3.55,"Bad: The hotel has no real public areas, and there's a facilities fee which I didn't realize. The reception staff weren't that helpful. The room wasn't quiet enough for a really good night's sleep due to loud aircon and some other random noise that persisted even with aircon off. Good: The bed was comfortable with a really good sized bathroom. WiFi was good.",2017
5.0,Good: Great room at a perfect location.,2017
5.0,"Bad: Crazy static electricity in the rooms during winter. Good: Awesome place, and service.",2017
3.75,Good: Have been there four or five times so I think that tells you all,2017
4.15,"Bad: On one day breakfast was downstairs and was too small and tight a space for number of guests. Good: Beds comfortable, mini bar reasonably priced fab location",2017
3.15,"The bath tub was rusty..literally, mildew along the edge, and small. The bed was very hard and uncomfortable. The Free 14.95 breakfast was terrible, couldn't drink the coffee it was so bitter and nothing hot was offered. The room ended up being 100 more than advertised after all the taxes and what was supposed to be free breakfast... Location",2017
3.75,"Bad: Breakfast! The hotel advertises a good breakfast while they only serve cold continental breakfast. Good: Location was convenient, staff were friendly, room was spacious and clean",2017
5.0,"Bad: I wanted to watch Netflix and couldn't, BUT THEY SAID NETFLIX WAS COMING!! By the end of August the hotel is getting new TV system to watch my shows! So my one negative will be fixed!!. Good: The staff was amazingly friendly! Breakfast was on each guest room floor and got to have breakfast in bed!! Free food and drink in the lounge every night. It was so easy to get around the city. Most of it was within walking distance, but I took the L to Wrigley Field. Super Easy! Free Wifi as well.",2017
5.0,"Bad: Absolutely nothing!. Good: Such a relaxing hotel in the hub of the city. Breakfast located on each floor next to the lift was great, bed was sooo comfy, bathroom fab and the view stunning. Cocktail hour with nibbles each night was such a nice touch. What makes the Kinzie thou are the staff!",2017
5.0,Good: Best sleep I've had at a hotel,2017
4.15,"Bad: The bed was very uncomfortable. Lumpy and too soft. Good: Central location. Easy check-in and out. Nice touches. Access to breakfast on each floor with a tray to use in your room-protein from hard boiled egg and yogurt, fresh baked goods, cereal (hot and cold). Fitness center had a variety of cardio equipment and weights.",2017
5.0,Good: All the staff was genuinely friendly.,2017
3.15,Bad: They don't even offer you some water or a complementary drink or fruit. Comparing to the charges.,2017
4.4,Good: Location and comfort,2017
2.7,Bad: Staff were not particularly knowledgeable about the charges applied to the bill. Desk staff indifferent to customers.,2017
4.8,Bad: Expensive. Adding tha taxes become heavy. Good: New age. Excellant service,2017
4.6,"Good: Really quiet rooms due to perfect shielded windows. Never saw better ones in SF. Great play-ground with pool billiard, table-tennis .... Perfect located - near to Union Square (5 minutes walk) as well as to the Moscone Center.",2017
2.7,Bad: the personel. Good: the decor,2017
4.8,Bad: N/a. Good: Modern and fabulous,2017
4.4,Bad: We had a deluxe double room which can accommodate up to 4 persons. We had three adults. The bed was a bit small for 2 persons and we couldn't add one more bed because of fire restriction. Good: I like the clean and simple design of the room. Beds are comfortable and the room is rather spacious. I also like the amenities. The location is also good - Bart station is round the corner and the shopping area is just next door.,2017
4.6,"Bad: The location wise was little bit tricky since it's somewhat close to a dangerous area. Good: The atmosphere and the unique design , comfortable beds and good staff",2017
3.15,Bad: small room. Good: Location,2017
4.6,Bad: Ping pong table was broken (net) Sat. afternoon and packed away for a meeting Sat. night. Good: Personnel were friendly and attentive. We were able to check in several hours early.,2017
5.0,"Bad: Our AC was not working but they provided us with a portable fan, which helped. It was nice they provided water and snack bar was stocked with a variety of things. Good: Central to lots of sites and walking around is convenient",2017
4.15,"Bad: The neighbourhood is a little seedy, but understand that is part of the city's charm!. Good: Enjoyed our stay at Zetta.",2017
4.8,Bad: No breakfast option and it was pricy to park every day. But nothing major. Good: Very modern and trendy property with very clean and spacious rooms at the heart of San Francisco. We had fun in the games room and enjoyed a drink at the bar after a long day of walking,2017
5.0,"Bad: Nada. Good: Amenities, staff, decor, room",2017
3.95,Bad: The area around the hotel is a bit rough with the tenderloin being so close the streets around the hotel are not the nicest. You really have to get an uber or use public transport to get somewhere for a nice walk in the evening. The one positive on the location is that you are near to a transport hub so easy to get away from the area. Good: Hotel facilities were great. Breakfast at the restaurant was good and the bar served nice cocktails. Lots of games are bonus when waiting for people or something to do before bed. The hotel rooms are comfortable and spacious.,2017
3.75,Bad: Valet parking was a little pricey.,2017
5.0,"Excellent customer service and very easy check in process. The rooms are spacious and beds are comfortable. The location is great for not only the convention center, but is a quick subway trip or walking distance to most of Philadelphia most famous attractions. And having the Reading Terminal Market directly across the street is a great added bonus. There are several very good dining choices very close by. The added security of having to use your room key to enter the hotel and use the elevator is a great feature. Overall, this was a great hotel stay and recommend using Home2 Suites. We will definitely look forward to staying here again .Dear saturn445,I would like to thank you for choosing the Home2 Suites by Hilton Philadelphia for your recent stay. I appreciate all of your great comments and I am glad you enjoyed your stay with us! With so many choices here in center city Philadelphia, we greatly appreciate your business and look forward to welcoming you back soon, until then...With Hospitality,Jason Bloom General ManagerHome2 Suites by HiltonYour Second Home Away From Home",2017
5.0,"I would highly recommend staying at this hotel. The rooms are spacious and highly accommodating. The hotel is clean. The food market located directly across the street is very interesting and they have anything you could possibly be craving. The coffee downstairs is free with to-go cups and it's actually delicious.Dear barbieann12,I would like to thank you for choosing the Home2 Suites by Hilton Philadelphia for your recent stay. I appreciate all of your great comments and I am glad you enjoyed your stay with us! With so many choices here in center city Philadelphia, we greatly appreciate your business and look forward to welcoming you back soon, until then...With Hospitality,Jason Bloom General ManagerHome2 Suites by HiltonYour Second Home Away From Home",2017
3.0,This is a good place to go if you're just there for a night and you've spent all your money on Hamilton tickets. It's very close to the theater and was the price was nice compared to other hotels nearby. Very kind of them to have water bottles and water stations by the elevators.Dear ifitsnotbaraqueNice to read that we were there to help you enjoy Hamilton. We always have great deals and complimentary amenities leaving more to be spent on enjoying this great cityCome see us again soonKind regardsPAul TiernanHotel Manager,2017
4.0,"Well, the grounds are well kept. pool was clean, and this was our third stay. Beds are ok, and the rooms served their purpose. Large tiled floors with some recycled furnishings from a popular strip hotel. It really wasnt a bad room. cheaper here for a week than 1 night on the strip. Bonus.. 8 feet to your room.. vs 1/2 mile on the strip!!! Not bad att all for a refirbished 1950's hotel, not too bad at all. Save your self the resort fees, stay here and eat you way around Vegas!!",2017
4.0,"We've stayed at this hotel for the last 4 years to attend the Napa Valley Jazz Getaway. Always a good experience. Great stay, attentive staff and nice treat to have free breakfast at Denny's! Will stay there again.",2017
5.0,My 93 year old mother and caregiver were evacuated due to the fires. This Best Western made every accommodation to make them welcome and comfortable. They did NOT jack the rates up knowing there would be hundreds of people looking for a place to stay. They did NOT charge extra for leaving sooner than expected. They behaved as compassionately as possible.,2017
4.0,"This hotel on the outskirts of Napa Valley provided an excellent base to tour this area. The staff were excellent and provided us with a lot of local information and recommendations for our specific requests. They provided us with a lot of options for our stay and were so friendly and informative. We would recommend this hotel purely on the standard of the reception staff.Dear 185robynp,Thank you for taking the time to review our hotel. I'm so pleased you enjoyed our stay and our staff was able to help you with your plans around the valley. We hope to see you again soon. Cheers, Genafer",2017
5.0,The maids were very helpful room was excellent! Melinda at the front desk was terrific too! As I had stated I needed to check in earlier than 4pm mu room wasn't ready I had to wait an hour and a half.,2017
4.0,"Great location for us with family. There is a really nice exercise room, laundry, pool and business office. Coffee and tea are in the room with a fridge. The staff are friendly. The rooms are clean and comfortable with a prepared breakfast which I prefer rather than the carb load at some Best Westerns.",2017
5.0,"This was a nice Best Western. We were allowed to check in early. The free breakfast was the best of any hotel I have ever visited because we could choose items of the Denny's menu. There was ample parking with shopping and dining across the streetdavidsI8109CM - Thank you for the 5 Star review. It makes us so happy to that our guests have such a pleasant stay with us. We hope to see you again soon! - Cheers, Genafer",2017
